Protein	Name	Phylum	Type
14_0903_02_30cm_scaffold_631_13	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_14	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_15	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_16	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_17	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_18	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_19	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_20	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_21	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_22	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_23	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_24	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_25	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_26	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_27	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_28	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_631_29	Verrucomicrobia_Bacteriocin_0	Verrucomicrobia	Bacteriocin
14_0903_02_30cm_scaffold_14793_1	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_0903_02_30cm_scaffold_14793_2	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_0903_02_30cm_scaffold_14793_3	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_0903_02_30cm_scaffold_14793_4	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_0903_02_30cm_scaffold_14793_5	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_0903_02_30cm_scaffold_14793_6	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_0903_02_30cm_scaffold_4715_3	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_4	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_5	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_6	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_7	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_8	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_9	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_10	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_11	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_12	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_13	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_14	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_15	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_16	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_17	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_18	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_19	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_20	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4715_21	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_02_30cm_scaffold_34065_1	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_34065_2	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_34065_3	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_34065_4	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_34065_5	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_34065_6	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_34065_7	Verrucomicrobia_NRPS_0	Verrucomicrobia	NRPS
14_0903_02_30cm_scaffold_7886_14	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_15	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_16	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_17	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_18	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_19	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_20	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_21	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_22	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_23	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_24	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_25	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_26	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_27	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_28	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_29	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_30	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_31	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_32	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_33	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_34	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_35	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_36	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_37	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_38	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_39	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_40	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_41	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_42	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_43	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_7886_44	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_0903_02_30cm_scaffold_17443_1	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_2	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_3	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_4	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_5	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_6	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_7	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_8	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_17443_9	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0903_02_30cm_scaffold_137_93	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_94	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_95	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_96	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_97	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_98	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_99	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_100	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_137_101	Gammaproteobacteria_Bacteriocin_0	Gammaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_345_90	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_91	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_92	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_93	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_94	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_95	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_96	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_97	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_98	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_99	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_100	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_101	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_102	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_103	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_104	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_105	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_106	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_107	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_108	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_109	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_110	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_111	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_112	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_113	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_114	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_115	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_116	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_117	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_118	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_119	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_120	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_121	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_345_122	Gammaproteobacteria_NRPS_0	Gammaproteobacteria	NRPS
14_0903_02_30cm_scaffold_31750_1	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_2	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_3	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_4	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_5	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_6	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_7	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_31750_8	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_1	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_2	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_3	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_4	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_5	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_6	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_7	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_8	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_9	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_10	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_11	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_12	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_19173_13	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_02_30cm_scaffold_15963_1	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_2	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_3	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_4	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_5	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_6	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_7	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_8	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_15963_9	Alphaproteobacteria_Lassopeptide_0	Alphaproteobacteria	Lassopeptide
14_0903_02_30cm_scaffold_4_7	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_8	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_9	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_10	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_11	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_12	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_13	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_14	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_15	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_16	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_17	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_18	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_19	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_20	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_21	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_22	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_23	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_24	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_25	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_26	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_27	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_28	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_29	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_30	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_31	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_32	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_33	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_34	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_35	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_36	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_37	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4_38	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_1	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_2	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_3	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_4	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_5	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_6	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_7	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_8	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_9	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_10	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_11	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_12	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_13	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_14	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_15	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_4812_16	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_1	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_2	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_3	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_4	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_5	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_6	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_14857_7	Bacteroidetes_Type III PKS_0	Bacteroidetes	Type III PKS
14_0903_02_30cm_scaffold_8_10	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_11	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_12	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_13	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_14	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_15	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_16	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_17	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_18	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_19	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_20	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_21	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_22	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_23	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_24	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_25	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_26	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_27	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_28	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_29	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_30	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_31	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_32	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_33	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_34	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_35	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_36	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_37	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_38	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_39	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
14_0903_02_30cm_scaffold_8_40	Alphaproteobacteria_Type III PKS_0	Alphaproteobacteria	Type III PKS
